"","ERR1072629","ERR1072937","ERR1073023","ERR1073394","ERR1073395","ERR1073490","ERR1073491","ERR1073812","ERR1074062","ERR1074157","ERR1074475","ERR1074512","ERR1074615","ERR1074802","ERR1075093","ERR1075141","ERR1075184","ERR1075317","ERR1075554","ERR1075631","ERR1075686","ERR1075741","ERR1075850","ERR1075876","ERR1075892","ERR1076013","ERR1076843","ERR1076847","ERR1076868","ERR1076869","ERR1077263","ERR1089672","ERR1089686","ERR1089704","ERR1089705","ERR1089710","ERR1089717","ERR1089719","ERR1089726","ERR1089729","ERR1089730","ERR1089748","ERR1089785","ERR1089804","ERR1089813","ERR1089833","ERR1089834","ERR1089835","ERR1089866","ERR1089891","ERR1089900","ERR1089903","ERR1089906","ERR1089914","ERR1089915","ERR1089940","ERR1089941","ERR1089942","ERR1089946","ERR1089980","ERR1089993","ERR1089997","ERR1090006","ERR1090008","ERR1090009","ERR1090040","ERR1090047","ERR1090065","ERR1090082","ERR1090099","ERR1090112","ERR1090126","ERR1090137","ERR1090139","ERR1090140","ERR1090242","ERR1090246","ERR1090339","ERR1090367","ERR1090409","ERR1090412","ERR1090417","ERR1090429","ERR1090439","ERR1090446","ERR1090448","ERR1090452","ERR1090454","ERR1090457","ERR1090465","ERR1090466","ERR1090471","ERR1090487","ERR1090508","ERR1090511","ERR1090512","ERR1090527","ERR1090528","ERR1090529","ERR1090536","ERR1090539","ERR1090544","ERR1090563","ERR1090571","ERR1090580","ERR1090650","ERR1090654","ERR1090655","ERR1090677","ERR1090682","ERR1090703","ERR1090785","ERR1090796","ERR1090799","ERR1090804","ERR1090819","ERR1090820","ERR1090847","ERR1090864","ERR1090884","ERR1090885","ERR1090888","ERR1090889","ERR1090895","ERR1090906","ERR1090911","ERR1090913","ERR1090914","ERR1090916","ERR1090926","ERR1090933","ERR1090937","ERR1090943","ERR1090948","ERR1090951","ERR1090952","ERR1090969","ERR1090970","ERR1090984","ERR1091000","ERR1091021","ERR1091031","ERR1091033","ERR1091034","ERR1091059","ERR1091060","ERR1091067","ERR1091068","ERR1091076","ERR1091105","ERR1091106","ERR1091108","ERR1091119","ERR1091121","ERR1091124","ERR1091130","ERR1091146","ERR1091157","ERR1091175","ERR1091177","ERR1091186","ERR1091189","ERR1091268","ERR1091269","ERR1091270","ERR1091298","ERR1091299","ERR1091329","ERR1091338","ERR1091340","ERR1091365","ERR1091366","ERR1091377","ERR1091379","ERR1091380","ERR1091387","ERR1091388","ERR1091395","ERR1091396","ERR1091410","ERR1091417","ERR1091422","ERR1091432","ERR1091434","ERR1091443","ERR1091454","ERR1091460","ERR1091466","ERR1091471","ERR1091476","ERR1091483","ERR1091484","ERR1091486","ERR1091487","ERR1091493","ERR1091505","ERR1091516","ERR1091517","ERR1091519","ERR1091523","ERR1091524","ERR1091526","ERR1091530","ERR1091533","ERR1091542","ERR1091545","ERR1091561","ERR1091569","ERR1091579","ERR1091594","ERR1091595","ERR1091611","ERR1091620","ERR1091643","ERR1091652","ERR1091653","ERR1091669","ERR1091671","ERR1091675","ERR1091708","ERR1091717","ERR1091726","ERR1091727","ERR1091734","ERR1091750","ERR1091752","ERR1091754","ERR1091756","ERR1091757","ERR1091758","ERR1091759","ERR1091764","ERR1091774","ERR1091795","ERR1091798","ERR1091802","ERR1091809","ERR1091810","ERR1091817","ERR1091821","ERR1091838","ERR1160352","ERR1160392","ERR1160435","ERR1160458","ERR1160463","ERR1160484","ERR1160486","ERR1160490","ERR1160499","ERR1160503","ERR1160544","ERR1160548","ERR1160555","ERR1160557","ERR1160566","ERR1160575","ERR1160580","ERR1160583","ERR1160586","ERR1160587","ERR1160596","ERR1160601","ERR1160619","ERR1160639","ERR1160648","ERR1160661","ERR1160669","ERR1160675","ERR1160679","ERR1160683","ERR1160685","ERR1160693","ERR1160706","ERR1160717","ERR1160791","ERR1160798","ERR1160801","ERR1160802","ERR1160807","ERR1249647","ERR1249655","ERR1249665","ERR1249668","ERR1249679","ERR1249688","ERR1249694","ERR1249740","ERR1249760","ERR1249790","ERR1249793","ERR1249804","ERR1249806","ERR1249818","ERR1249834","ERR1249835","ERR1249837","ERR1249865","ERR1249884","ERR1249895","ERR1249934","ERR1249944","ERR1249963","ERR1249967","ERR1249968","ERR1249977","ERR1249992","ERR1250017","ERR1250043","ERR1250073","ERR1250085","ERR1250120","ERR1250123","ERR1250134","ERR1250396","ERR1250427","ERR1250447","ERR1250449","ERR1250474","ERR1250493","ERR1250506","ERR1250508","ERR1250515","ERR1250523","ERR1250540","ERR1250550","ERR1250556","ERR1250559","ERR1250566","ERR1250590","ERR1250609","ERR1250614","ERR1250616","ERR1250620","ERR1250634","ERR1250635","ERR1250639","ERR1250646","ERR1250647","ERR1458723","ERR1545728","ERR1545993","ERR1843471","ERR1843546","ERR1843547","ERR1843550","ERR1844562","ERR1845171","ERR1845903","ERR2032711","ERR2056786","ERR2092550","ERR2313943","ERR2313949"
"Pseudoramibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00417903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoxanthomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299967,0,0,0,0,0,0,0,0,0,0,0.00833021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter",0.00483957,0,0.00558285,0,0.00247048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150299,0,0,0,0,0,0,0.00545286,0.00269964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107025,0,0,0,0,0.00189595,0.00116093,0,0,0,0,0,0,0,0,0.00936198,0,0,0.000939391,0,0,0.00238476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031904,0,0.00546568,0,0,0,0
"Rahnella",0,0.00529857,0,0,0,0,0,0.00527955,0.015625,0,0,0,0,0,0.00516742,0.00632244,0,0,0,0,0,0,0,0,0,0,0.00202114,0,0,0,0,0,0.00312071,0,0,0,0.00572738,0,0.00301314,0.0128014,0,0,0.009298,0,0.0242931,0,0,0,0,0,0,0,0,0,0,0,0.0045819,0,0,0.00892061,0,0.00503195,0,0.00261732,0,0,0,0.00859328,0,0,0.00887469,0.0112854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107009,0,0.00833021,0,0,0.00813835,0,0,0.0037463,0,0,0,0.0118115,0.00443459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019718,0.00248256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637584,0.00292147,0.00258025,0,0,0.00458224,0,0,0.00949603,0,0,0,0.00171488,0,0.00240442,0,0.00236524,0.00590319,0,0,0.00982956,0.00298492,0.000554047,0,0,0,0.00167314,0.00936593,0,0,0,0.00281817,0,0,0.000596189,0.000807246,0,0,0,0,0,0,0,0,0.0101194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102401,0,0,0,0,0,0,0,0.00333645,0,0,0,0,0,0.00960154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ralstonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368175,0,0,0,0,0,0,0,0,0.00379896,0.0087604,0,0,0,0,0,0,0,0,0,0,0,0,0.00516049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352175,0,0,0,0,0,0,0,0,0,0.00976706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107849,0,0,0,0.0149227,0,0.00236005,0,0,0,0,0,0,0,0.0124708,0.0826227,0,1.35637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00710013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00709572,0,0,0.00928742,0,0,0,0,0,0.135399,0,0,0.00936198,0,0,0,0,0,0.000596189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188647,0,0.0130981,0,0,0,0,0,0,0,0.140651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584293,0,0,0,0,0,0,0,0,0,0,0.0394423,0,0,0,0,0,0,0,0,0,0.0110809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187224
"Rhodococcus",0,0,0,0.00255193,0,0.00318918,0,0,0,0,0,0,0,0.00331203,0,0.00632244,0.00401204,0.00518,0,0,0.0248957,0,0,0,0,0.00387762,0.00404228,0,0,0.00545286,0,0,0.0124828,0.00460957,0,0.00342513,0,0,0.00301314,0.00853424,0.0038622,0,0.018596,0,0,0,0.00791797,0,0,0,0.00413462,0,0,0,0,0,0.0137457,0,0,0,0.0141596,0,0,0,0.0094307,0.00895095,0.00803988,0.00429664,0,0,0.00443734,0,0.0047576,0,0,0.0041971,0,0,0.00559597,0,0.00960108,0,0.00445911,0.00352175,0.0038301,0.0183767,0,0,0,0,0,0,0.00411658,0.00488353,0,0,0.00716949,0.0388123,0,0,0,0,0,0,0,0,0,0,0,0.00376861,0,0,0.0271605,0,0,0,0,0,0,0,0,0,0,0.0046594,0.0019718,0,0.00488568,0,0,0.00102465,0,0,0,0.00177762,0,0.00250022,0,0,0,0,0,0,0,0,0,0.00351228,0,0,0.00178492,0,0,0,0,0,0,0,0,0,0.00239286,0,0,0,0,0,0,0,0,0,0.00170905,0,0,0,0,0,0.00230505,0,0.00483547,0.0116365,0,0,0,0,0.00188416,0,0,0,0,0,0,0,0,0,0,0.00305764,0,0.00120325,0,0,0,0.00382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422297,0,0,0,0,0.00326355,0,0,0,0.00349186,0.00203757,0,0,0,0.00179821,0,0.00231744,0,0,0,0,0.00495761,0,0,0,0,0,0.00196336,0.00109111,0,0.00467434,0.00129012,0.00101292,0,0,0,0,0.00406973,0.0015038,0,0,0,0.00107025,0,0.00135726,0,0,0.00473988,0.00116093,0,0.00223869,0.0177295,0,0.00176513,0,0.00167314,0,0,0.00173904,0,0.00469695,0.000952581,0,0.00119238,0,0.00110081,0,0,0,0,0,0,0,0,0.0048539,0.00692425,0,0,0.0134965,0,0,0,0,0.00467333,0,0,0,0.00481556,0,0,0,0,0,0.00533021,0,0,0,0.00556545,0.00433219,0,0.0116734,0.0567086,0.00505076,0,0.0100093,0.00797099,0,0,0,0.00472277,0,0,0,0.0157596,0,0,0,0.00659109,0,0,0.00869338,0.0180321,0.00541477,0,0.0048499,0,0,0,0.00671073,0,0,0,0,0,0.0127616,0.00541506,0,0.00851209,0.00436872,0,0
"Rikenella",0,0,0,0,0,0,0.0094697,0,0,0,0,0,0,0,0,0.00210748,0.00401204,0.00518,0.00368175,0,0,0,0,0,0,0,0.00202114,0,0,0.00817929,0.00269964,0.00416129,0,0,0.00467814,0,0,0,0,0,0.0038622,0,0,0,0.00485861,0,0,0.00335053,0,0.00515013,0,0.00494805,0,0,0,0,0,0,0.00489357,0,0,0,0.00331367,0,0,0,0,0,0,0,0.00443734,0,0,0,0,0,0,0,0,0,0,0.0102522,0,0,0,0,0,0.00422726,0,0.337545,0.332353,0,0,0.00488353,0,0,0,0,0,0,0,0,0.00507357,0,0,0,0,0,0.0260163,0.00376861,0,0,0,0,0,0.00217066,0.0049034,0,0.00139698,0.00122375,0,0.00389871,0,0,0,0.00248256,0,0.00819135,0.00583362,0,0,0,0.00446548,0.00355524,0,0.00625055,0.00219399,0,0.00233825,0,0,0,0,0,0,0.00175614,0,0.0014835,0,0,0,0.00150814,0,0,0,0,0.0019119,0,0,0,0.00928471,0.00297907,0,0,0,0,0,0,0,0,0.00298454,0,0.00236005,0,0,0,0,0.00387883,0.00221405,0.00205863,0,0,0,0,0,0,0.145569,0,0.00502052,0.00319765,0,0,0,0,0,0,0,0,0.0020298,0.01146,0,0.00197535,0,0,0,0,0,0.00223514,0,0,0.0043351,0,0.00388651,0,0,0,0,0,0,0,0,0,0,0.00203757,0.0126418,0,0.00174499,0,0,0,0,0,0.00434546,0,0,0,0.00223614,0,0,0,0,0.00945626,0,0,0.00258025,0.00202585,0,0,0,0,0.00135658,0.0015038,0,0.00253115,0.00342977,0.00107025,0,0.000678629,0.00236524,0,0,0,0,0,0,0,0.00706053,0,0.00501941,0,0,0,0.00943463,0.00281817,0.000952581,0.00183437,0,0,0.000550403,0,0.00647626,0.339958,0,0.00612895,0.0124828,0,0,0.0048539,0,0,0.00358822,0.00449883,0,0.0102459,0,0.0053251,0,0,0,0,0.00481556,0,0.005997,0.0119617,0.00507769,0,0.0159906,0.00622045,0,0,0.00556545,0,0.00561356,0,0,0,0,0.00667289,0,0,0,0.00848572,0,0,0,0.00517357,0,0,0,0,0.00659109,0,0,0,0,0,0,0,0.00469594,0,0,0,0,0,0,0,0,0,0,0,0,0.00436872,0,0
"Robinsoniella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895095,0,0,0,0,0,0,0,0,0,0,0,0.00299967,0,0,0.00480054,0.0051261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129374,0,0,0.00552975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204931,0,0,0,0,0,0,0,0.00186797,0.00233825,0,0,0,0,0.00326904,0,0,0,0,0,0,0,0.00301627,0.00175377,0,0,0,0,0,0,0,0,0,0,0,0,0.00149312,0,0.0061252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296375,0,0,0,0,0,0.00213024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193353,0,0.00407515,0,0,0,0,0,0,0,0,0,0,0,0.00410644,0,0,0.00242854,0,0,0,0,0,0,0.00101292,0,0,0,0,0,0,0,0,0,0,0.00240442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000939391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00482137,0,0,0,0,0,0,0,0,0,0,0.004158,0,0,0,0,0.0231696,0,0,0,0,0,0,0,0,0
"Romboutsia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia",0.503315,0.0900758,1.74743,1.43674,2.03073,0.711188,0.407197,0.158387,1.10417,2.52476,0.299212,1.81127,0.190718,0.241778,0.506408,0.0505796,0.882648,0.833981,1.39538,1.47833,0.149374,0.182431,0.103706,0.0692338,0.020517,4.88968,0.0384017,2.66307,0.0481822,0.0681607,7.76146,1.28584,0.00312071,0.133678,0.135666,0.0102754,1.2543,0,0.0150657,0.0384041,0.525259,0.00516049,0.013947,0.00427954,0.0923137,0,0.387981,1.20954,0.0545527,0.41716,0.219135,1.03414,0.0707978,0.0473522,1.27231,0.5182,0.0137457,1.13828,0.49425,0.00892061,0.0471988,0.0603834,0.152429,0.0104693,0.927352,0.528106,0.116578,0.0386698,0.0332843,1.9968,0.0266241,0.0789979,0.0523336,0.366668,0.491392,0.0377739,0.0153571,1.10088,0.0111919,1.09005,0.00480054,0.112774,1.2218,0.123261,0.122563,0.0980092,0.12306,0.743997,0.00833021,0.0482207,2.08129,0.0773143,0.432241,0.571373,0.337167,0.728218,0.00716949,0.0905621,0.0196858,0.195122,0.564035,0,0.157281,0.0931692,0.0894855,0.0311762,0.43969,0.61847,0.474797,1.08536,1.05043,0.0131402,0.0175744,0.0130593,1.36232,0.0998502,0.166716,0.0856014,0.226311,0.308385,0.0906336,0.161797,0.831284,0.591744,0.421966,0.147712,0.122142,0.184305,0.0175009,0.0973421,0.00445593,0.36301,0.964544,0.307528,0,0.212519,2.39145,0.0205477,0.0701475,0.0278964,0.992115,0.0162621,0.0104018,0.2746,0.00242748,0.00878071,0.22801,0.103845,0.178492,0,0.00860635,0.0935045,0.0701508,0.0350631,0.0363042,0.216211,0.0458856,0.0452899,1.88318,0.081999,0.0352819,0.181723,0.00347482,0.00986745,0.704189,0.155284,0.0188735,0.407326,0.0153815,0.125668,0.140273,1.38305,0.361088,0.103311,0.285826,0.0680816,0.287711,0.473217,0.0464952,0.222332,0.0249415,0,1.33399,0.00754589,0.0103199,0.253231,0.0287038,0.0221141,0.0690322,0.134301,0.0977912,2.2258,0.0143466,0.348571,0.234137,0.0192521,0.00602283,0.0266565,0.00811919,0.45076,0.0766888,0.726928,0.135557,0.0240178,0.073278,0.657441,0.111033,0.147519,0.0651572,0.202174,1.36773,2.46604,0.682083,0.386402,0.0504414,0.0140083,0.0230754,0.0131703,0.0342673,0.0124444,1.24435,0.0715404,0.513304,0.356575,1.57707,0.0274273,0.0540946,0.0143856,0.0357582,0.00231744,3.0848,1.12614,0.0152091,0.00712386,0.297457,0.390112,0.105098,0.0799135,0.0339996,0.120896,0.125655,0.150573,0.386376,0.037979,0.00774074,0.224869,0.245399,0.000916447,0.1251,0.0747897,0.276742,0.15038,0.644854,0.159463,0.0120042,0.0888309,0.104592,0.0665056,0.0141914,0.0393546,0.0549826,0.423739,0.00393182,0.0238793,0.00498643,0.0762389,0.0388329,0.228244,0.00501941,0.00936593,0.318307,0.0469541,0.377385,0.153121,0.0447713,0.0376047,0.15024,0.147726,0.0231169,0,0.265527,1.0068,0.301654,0.0183869,0.0436899,5.60577,0,0.495098,0.699349,0.616151,3.31551,0.0629836,0.0514491,1.19194,2.08063,0.681612,0.85522,0.42455,0.0587751,0.644805,0.0866802,0.135735,0.101949,0.299043,0.06601,0.500859,0.0426417,0.973501,0.743414,9.36972,0.784728,0.255599,1.64477,1.20236,0.107746,0.237386,5.87857,0.780729,0.107608,0.00464468,1.35539,0.114557,0.495891,0.00480077,0.0632611,0.429407,0.756461,0.410459,1.41748,0.0432318,0.0395465,0.56654,1.59127,1.22142,0.817455,10.2285,0.462206,0.0193996,1.70932,0.656965,0,0,0.0816952,1.92454,0.00463392,0.0713359,0.103405,0.855028,0.270753,2.09882,0.00425604,0.707733,0.0482179,0.0805063
"Roseomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00833021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230505,0,0,0,0.0487092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171488,0,0,0,0,0,0,0,0,0,0.00110809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
